date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:22:31	2164/2164	---MC-	200	added ('OK')	text/xml	date:Wed,%2015%20Jan%202025%2009:22:27%20GMT	https://mapus.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmapus.io%2Fabout-mapus%2Fhow-we-map-digital-competence%2F&format=xml	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-json/oembed/1.0/embed17d7	(from https://mapus.io/about-mapus/how-we-map-digital-competence/)
16:22:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2015%20Jan%202025%2009:22:27%20GMT	https://mapus.io/?p=3578	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/index9c77.html	(from https://mapus.io/about-mapus/how-we-map-digital-competence/)
16:22:32	0/0	---M--	200	added ('OK')	text/javascript	etag:%220-62a6cf93356b0%22	https://mapus.io/wp-content/uploads/essential-addons-elementor/eael-3578.js?ver=1666177888	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/essential-addons-elementor/eael-357850c2.js	(from https://mapus.io/about-mapus/how-we-map-digital-competence/)
16:22:33	5520/5520	---M--	200	added ('OK')	text/javascript	etag:%221590-609977bfe1174%22	https://mapus.io/wp-includes/js/imagesloaded.min.js?ver=5.0.0	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-includes/js/imagesloaded.minbb93.js	(from https://mapus.io/about-mapus/how-we-map-digital-competence/)
16:22:33	184214/184214	---M--	200	added ('OK')	application/pdf	etag:%222cf96-5bfebb7c631fa%22	https://mapus.io/wp-content/uploads/2021/04/How-to-use-MapUs-in-performance-reviews.pdf	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2021/04/How-to-use-MapUs-in-performance-reviews.pdf	(from https://mapus.io/about-mapus/how-we-map-digital-competence/)
16:22:34	15249/15249	---M--	200	added ('OK')	text/css	etag:%223b91-62a693f1fcda4%22	https://mapus.io/wp-content/uploads/essential-addons-elementor/eael-5582.css?ver=1687181741	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/essential-addons-elementor/eael-5582aed4.css	(from https://mapus.io/about-mapus/our-frameworks/)
16:22:34	99936/99936	---MC-	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2009:22:28%20GMT	https://mapus.io/knowledge-base/getting-started-digital-transformation/preparation-guide/	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/knowledge-base/getting-started-digital-transformation/preparation-guide/index.html	(from https://mapus.io/about-mapus/how-we-map-digital-competence/)
16:22:34	100805/100805	---MC-	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2009:22:29%20GMT	https://mapus.io/knowledge-base/getting-started-digital-transformation/roadmap-digital-transformation/	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/knowledge-base/getting-started-digital-transformation/roadmap-digital-transformation/index.html	(from https://mapus.io/about-mapus/how-we-map-digital-competence/)
16:22:35	6311/6311	---M--	200	added ('OK')	text/css	etag:%2218a7-629aac258679c%22	https://mapus.io/wp-content/uploads/elementor/css/post-5582.css?ver=1734663242	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/elementor/css/post-55823051.css	(from https://mapus.io/about-mapus/our-frameworks/)
16:22:36	23525/23525	---MC-	200	added ('OK')	application/json	date:Wed,%2015%20Jan%202025%2009:22:32%20GMT	https://mapus.io/wp-json/wp/v2/pages/5582	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-json/wp/v2/pages/5582.json	(from https://mapus.io/about-mapus/our-frameworks/)
16:22:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2015%20Jan%202025%2009:22:34%20GMT	https://mapus.io/?p=5582	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/indexf37c.html	(from https://mapus.io/about-mapus/our-frameworks/)
16:22:38	1996/1996	---MC-	200	added ('OK')	application/json	date:Wed,%2015%20Jan%202025%2009:22:34%20GMT	https://mapus.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmapus.io%2Fabout-mapus%2Four-frameworks%2F	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-json/oembed/1.0/embed10bd.json	(from https://mapus.io/about-mapus/our-frameworks/)
16:22:39	2140/2140	---MC-	200	added ('OK')	text/xml	date:Wed,%2015%20Jan%202025%2009:22:35%20GMT	https://mapus.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmapus.io%2Fabout-mapus%2Four-frameworks%2F&format=xml	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-json/oembed/1.0/embedb67b	(from https://mapus.io/about-mapus/our-frameworks/)
16:22:41	216525/216525	---M--	200	added ('OK')	image/png	etag:%2234dcd-5bb73acbbbb46%22	https://mapus.io/wp-content/uploads/2021/02/Skaermbillede-2021-02-16-135908.png	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2021/02/Skaermbillede-2021-02-16-135908.png	(from https://mapus.io/about-mapus/our-frameworks/)
16:22:42	264600/264600	---M--	200	added ('OK')	image/png	etag:%2240998-5ca61dc79b3ae%22	https://mapus.io/wp-content/uploads/2021/08/Skaermbillede-2021-08-25-150159.png	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2021/08/Skaermbillede-2021-08-25-150159.png	(from https://mapus.io/about-mapus/our-frameworks/)
16:22:42	47740/47740	---M--	200	added ('OK')	image/png	etag:%22ba7c-5fd5d1aeac2de%22	https://mapus.io/wp-content/uploads/2021/05/Skaermbillede-2021-05-05-kl.-13.05.32-300x300.png	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2021/05/Skaermbillede-2021-05-05-kl.-13.05.32-300x300.png	(from https://mapus.io/about-mapus/our-frameworks/)
16:22:42	171726/171726	---M--	200	added ('OK')	image/png	etag:%2229ece-5bfea1c3361e6%22	https://mapus.io/wp-content/uploads/2021/04/Skaermbillede-2021-04-14-094859.png	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2021/04/Skaermbillede-2021-04-14-094859.png	(from https://mapus.io/about-mapus/our-frameworks/)
16:22:43	0/0	---M--	200	added ('OK')	text/javascript	etag:%220-62a693f1fce0a%22	https://mapus.io/wp-content/uploads/essential-addons-elementor/eael-5582.js?ver=1687181741	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/essential-addons-elementor/eael-5582.76aed4.delayed	(from https://mapus.io/about-mapus/our-frameworks/)
16:22:43	7431/7431	---M--	200	added ('OK')	text/css	etag:%221d07-62a6cbff6f1a1%22	https://mapus.io/wp-content/uploads/essential-addons-elementor/eael-1297.css?ver=1687183098	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/essential-addons-elementor/eael-1297ba49.css	(from https://mapus.io/about-mapus/about-mapus-digitalization-our-way/)
16:22:44	9512/9512	---M--	200	added ('OK')	text/css	etag:%222528-629ab02754abb%22	https://mapus.io/wp-content/uploads/elementor/css/post-1297.css?ver=1734664317	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/elementor/css/post-1297c327.css	(from https://mapus.io/about-mapus/about-mapus-digitalization-our-way/)
16:22:45	27547/27547	---MC-	200	added ('OK')	application/json	date:Wed,%2015%20Jan%202025%2009:22:41%20GMT	https://mapus.io/wp-json/wp/v2/pages/1297	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-json/wp/v2/pages/1297.json	(from https://mapus.io/about-mapus/about-mapus-digitalization-our-way/)
16:22:46	2021/2021	---MC-	200	added ('OK')	application/json	date:Wed,%2015%20Jan%202025%2009:22:42%20GMT	https://mapus.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmapus.io%2Fabout-mapus%2Fabout-mapus-digitalization-our-way%2F	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-json/oembed/1.0/embedc767.json	(from https://mapus.io/about-mapus/about-mapus-digitalization-our-way/)
16:22:47	2165/2165	---MC-	200	added ('OK')	text/xml	date:Wed,%2015%20Jan%202025%2009:22:43%20GMT	https://mapus.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmapus.io%2Fabout-mapus%2Fabout-mapus-digitalization-our-way%2F&format=xml	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-json/oembed/1.0/embedc735	(from https://mapus.io/about-mapus/about-mapus-digitalization-our-way/)
16:22:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2015%20Jan%202025%2009:22:43%20GMT	https://mapus.io/?p=1297	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/index214b.html	(from https://mapus.io/about-mapus/about-mapus-digitalization-our-way/)
16:22:48	88787/88787	---M--	200	added ('OK')	image/png	etag:%2215ad3-5c190704e1b42%22	https://mapus.io/wp-content/uploads/elementor/thumbs/Skaermbillede-2021-05-05-094752-p6plbsisyoxeknjv9nvp13lvulc4g3himzi7fchjb4.png	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/elementor/thumbs/Skaermbillede-2021-05-05-094752-p6plbsisyoxeknjv9nvp13lvulc4g3himzi7fchjb4.png	(from https://mapus.io/about-mapus/about-mapus-digitalization-our-way/)
16:22:48	96247/96247	---M--	200	added ('OK')	image/jpeg	etag:%22177f7-5c002a05342e2%22	https://mapus.io/wp-content/uploads/2021/04/workshop-1024x1024.jpg	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2021/04/workshop-1024x1024.jpg	(from https://mapus.io/about-mapus/about-mapus-digitalization-our-way/)
16:22:49	0/0	---M--	200	added ('OK')	text/javascript	etag:%220-62a6cbff6f20e%22	https://mapus.io/wp-content/uploads/essential-addons-elementor/eael-1297.js?ver=1687183098	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/essential-addons-elementor/eael-1297ba49.js	(from https://mapus.io/about-mapus/about-mapus-digitalization-our-way/)
16:22:50	10628/10628	---M--	200	added ('OK')	text/css	etag:%222984-62a6cf923e53e%22	https://mapus.io/wp-content/uploads/essential-addons-elementor/eael-1305.css?ver=1715675439	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/essential-addons-elementor/eael-13058e71.css	(from https://mapus.io/about-mapus/about-mapus-team/)
16:22:50	12534/12534	---M--	200	added ('OK')	text/css	etag:%2230f6-629a977eb270a%22	https://mapus.io/wp-content/uploads/elementor/css/post-1305.css?ver=1734657698	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/elementor/css/post-13051af3.css	(from https://mapus.io/about-mapus/about-mapus-team/)
16:22:50	162558/162558	---M--	200	added ('OK')	image/png	etag:%2227afe-5c19076d65278%22	https://mapus.io/wp-content/uploads/2021/05/Skaermbillede-2021-05-05-095121.png	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2021/05/Skaermbillede-2021-05-05-095121.png	(from https://mapus.io/about-mapus/about-mapus-digitalization-our-way/)
16:22:50	675/675	---M--	200	added ('OK')	text/css	etag:%222a3-62b1dac26bab3%22	https://mapus.io/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://mapus.io/about-mapus/about-mapus-team/)
16:22:51	468648/468648	---M--	200	added ('OK')	image/png	etag:%22726a8-5c04f7c3a4fa9%22	https://mapus.io/wp-content/uploads/2021/04/The-beginning.png	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2021/04/The-beginning.png	(from https://mapus.io/about-mapus/about-mapus-digitalization-our-way/)
16:22:51	95958/95958	---MC-	200	added ('OK')	text/html	date:Wed,%2015%20Jan%202025%2009:22:46%20GMT	https://mapus.io/knowledge-base/getting-started-digital-transformation/basic-feature-guide/	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/knowledge-base/getting-started-digital-transformation/basic-feature-guide/index.html	(from https://mapus.io/about-mapus/about-mapus-digitalization-our-way/)
16:22:52	21004/21004	---MC-	200	added ('OK')	application/json	date:Wed,%2015%20Jan%202025%2009:22:47%20GMT	https://mapus.io/wp-json/wp/v2/pages/1305	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-json/wp/v2/pages/1305.json	(from https://mapus.io/about-mapus/about-mapus-team/)
16:22:52	1982/1982	---MC-	200	added ('OK')	application/json	date:Wed,%2015%20Jan%202025%2009:22:48%20GMT	https://mapus.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmapus.io%2Fabout-mapus%2Fabout-mapus-team%2F	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-json/oembed/1.0/embed2c96.json	(from https://mapus.io/about-mapus/about-mapus-team/)
16:22:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2015%20Jan%202025%2009:22:49%20GMT	https://mapus.io/?p=1305	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/index5628.html	(from https://mapus.io/about-mapus/about-mapus-team/)
16:22:53	2126/2126	---MC-	200	added ('OK')	text/xml	date:Wed,%2015%20Jan%202025%2009:22:49%20GMT	https://mapus.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmapus.io%2Fabout-mapus%2Fabout-mapus-team%2F&format=xml	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-json/oembed/1.0/embed3d11	(from https://mapus.io/about-mapus/about-mapus-team/)
16:22:57	371457/371457	---M--	200	added ('OK')	image/jpeg	etag:%225ab01-5c44121f765bb%22	https://mapus.io/wp-content/uploads/2021/06/07D_3812-scaled.jpg	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2021/06/07D_3812-scaled.jpg	(from https://mapus.io/about-mapus/about-mapus-team/)
16:22:57	336013/336013	---M--	200	added ('OK')	image/jpeg	etag:%225208d-5eb62a316cc95%22	https://mapus.io/wp-content/uploads/2022/10/07D_4868-scaled.jpg	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2022/10/07D_4868-scaled.jpg	(from https://mapus.io/about-mapus/about-mapus-team/)
16:22:57	389333/389333	---M--	200	added ('OK')	image/jpeg	etag:%225f0d5-5c441241a562b%22	https://mapus.io/wp-content/uploads/2021/06/07D_3575-scaled.jpg	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2021/06/07D_3575-scaled.jpg	(from https://mapus.io/about-mapus/about-mapus-team/)
16:22:58	352641/352641	---M--	200	added ('OK')	image/jpeg	etag:%2256181-5c44140b029c6%22	https://mapus.io/wp-content/uploads/2021/06/07D_3745-scaled.jpg	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2021/06/07D_3745-scaled.jpg	(from https://mapus.io/about-mapus/about-mapus-team/)
16:22:59	0/0	---M--	200	added ('OK')	text/javascript	etag:%220-62a6cf923e5b4%22	https://mapus.io/wp-content/uploads/essential-addons-elementor/eael-1305.js?ver=1715675439	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/essential-addons-elementor/eael-1305.8c8e71.delayed	(from https://mapus.io/about-mapus/about-mapus-team/)
16:23:00	15993/15993	---M--	200	added ('OK')	text/css	etag:%223e79-62a6cf90f6858%22	https://mapus.io/wp-content/uploads/essential-addons-elementor/eael-919.css?ver=1687262390	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/essential-addons-elementor/eael-919e284.css	(from https://mapus.io/solutions/solutions-hr/)
16:23:01	130/130	---M--	200	added ('OK')	text/css	etag:%2282-62b1dac267be2%22	https://mapus.io/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?ver=3.26.4	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min1c88.css	(from https://mapus.io/solutions/solutions-hr/)
16:23:01	354970/354970	---M--	200	added ('OK')	image/jpeg	etag:%2256a9a-5eb62a1f53c56%22	https://mapus.io/wp-content/uploads/2022/10/07D_4821-scaled.jpg	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2022/10/07D_4821-scaled.jpg	(from https://mapus.io/about-mapus/about-mapus-team/)
16:23:01	16471/16471	---M--	200	added ('OK')	text/css	etag:%224057-62b1dac2742d3%22	https://mapus.io/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://mapus.io/solutions/solutions-hr/)
16:23:01	5486/5486	---M--	200	added ('OK')	text/css	etag:%22156e-62b1dac2208ce%22	https://mapus.io/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.26.4	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min1c88.css	(from https://mapus.io/solutions/solutions-hr/)
16:23:02	2386/2386	---M--	200	added ('OK')	text/css	etag:%22952-62b27c9821d03%22	https://mapus.io/wp-content/plugins/elementor-pro/assets/css/widget-slides.min.css?ver=3.26.3	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/plugins/elementor-pro/assets/css/widget-slides.min7ac2.css	(from https://mapus.io/solutions/solutions-hr/)
16:23:02	13558/13558	---M--	200	added ('OK')	text/css	etag:%2234f6-629a96b915259%22	https://mapus.io/wp-content/uploads/elementor/css/post-919.css?ver=1734657491	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/elementor/css/post-919f73c.css	(from https://mapus.io/solutions/solutions-hr/)
16:23:04	41357/41357	---MC-	200	added ('OK')	application/json	date:Wed,%2015%20Jan%202025%2009:22:59%20GMT	https://mapus.io/wp-json/wp/v2/pages/919	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-json/wp/v2/pages/919.json	(from https://mapus.io/solutions/solutions-hr/)
16:23:04	2063/2063	---MC-	200	added ('OK')	application/json	date:Wed,%2015%20Jan%202025%2009:23:00%20GMT	https://mapus.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmapus.io%2Fsolutions%2Fsolutions-hr%2F	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-json/oembed/1.0/embedfdaa.json	(from https://mapus.io/solutions/solutions-hr/)
16:23:05	2207/2207	---MC-	200	added ('OK')	text/xml	date:Wed,%2015%20Jan%202025%2009:23:01%20GMT	https://mapus.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmapus.io%2Fsolutions%2Fsolutions-hr%2F&format=xml	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-json/oembed/1.0/embedcbc2	(from https://mapus.io/solutions/solutions-hr/)
16:23:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2015%20Jan%202025%2009:23:01%20GMT	https://mapus.io/?p=919	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/index6f5e.html	(from https://mapus.io/solutions/solutions-hr/)
16:23:06	90667/90667	---M--	200	added ('OK')	image/jpeg	etag:%221622b-5b359b67b49da%22	https://mapus.io/wp-content/uploads/2018/06/pexels-photo-1152573-1024x683.jpeg	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2018/06/pexels-photo-1152573-1024x683.jpg	(from https://mapus.io/solutions/solutions-hr/)
16:23:07	156481/156481	---M--	200	added ('OK')	image/png	etag:%2226341-5bd17e227f79d%22	https://mapus.io/wp-content/uploads/2021/03/Skaermbillede-2021-03-09-kl.-11.18.58-972x1024.png	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2021/03/Skaermbillede-2021-03-09-kl.-11.18.58-972x1024.png	(from https://mapus.io/solutions/solutions-hr/)
16:23:07	196393/196393	---M--	200	added ('OK')	image/png	etag:%222ff29-5d9b448d2a84f%22	https://mapus.io/wp-content/uploads/2022/03/MapUs-competence-overview.png	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2022/03/MapUs-competence-overview.png	(from https://mapus.io/solutions/solutions-hr/)
16:23:07	55955/55955	---M--	200	added ('OK')	image/png	etag:%22da93-5bfc491138725%22	https://mapus.io/wp-content/uploads/2021/04/Skaermbillede-2021-03-22-095541.png	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2021/04/Skaermbillede-2021-03-22-095541.png	(from https://mapus.io/solutions/solutions-hr/)
16:23:09	184214/184214	---M--	200	added ('OK')	image/png	etag:%222cf96-5bd40a875a90e%22	https://mapus.io/wp-content/uploads/2021/03/Skaermbillede-2021-03-11-kl.-11.57.52.png	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2021/03/Skaermbillede-2021-03-11-kl.-11.57.52.png	(from https://mapus.io/solutions/solutions-hr/)
16:23:10	185374/185374	---M--	200	added ('OK')	application/pdf	etag:%222d41e-5c1a91e4078b9%22	https://mapus.io/wp-content/uploads/2021/05/Region-Midtjylland.pdf	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2021/05/Region-Midtjylland.pdf	(from https://mapus.io/solutions/solutions-hr/)
16:23:10	27779/27779	---M--	200	added ('OK')	image/jpeg	etag:%226c83-5c46735a967d1%22	https://mapus.io/wp-content/uploads/2021/06/midt_logo_gengivelse_venstre1.jpg	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2021/06/midt_logo_gengivelse_venstre1.jpg	(from https://mapus.io/solutions/solutions-hr/)
16:23:11	10743/10743	---M--	200	added ('OK')	image/png	etag:%2229f7-5c4672a0772d4%22	https://mapus.io/wp-content/uploads/2021/06/horsens_kommune_logo_sort_rgb.png	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2021/06/horsens_kommune_logo_sort_rgb.png	(from https://mapus.io/solutions/solutions-hr/)
16:23:11	0/0	---M--	200	added ('OK')	text/javascript	etag:%220-62a6cf90f68bf%22	https://mapus.io/wp-content/uploads/essential-addons-elementor/eael-919.js?ver=1687262390	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/essential-addons-elementor/eael-919e284.js	(from https://mapus.io/solutions/solutions-hr/)
16:23:12	339109/339109	---M--	200	added ('OK')	application/pdf	etag:%2252ca5-5c1a913e03815%22	https://mapus.io/wp-content/uploads/2021/05/Horsens-Kommune.pdf	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2021/05/Horsens-Kommune.pdf	(from https://mapus.io/solutions/solutions-hr/)
16:23:12	15993/15993	---M--	200	added ('OK')	text/css	etag:%223e79-62a6cf93cfc8b%22	https://mapus.io/wp-content/uploads/essential-addons-elementor/eael-1272.css?ver=1687262237	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/essential-addons-elementor/eael-1272173c.css	(from https://mapus.io/solutions/solutions-management-digital-leadership/)
16:23:13	12805/12805	---M--	200	added ('OK')	text/css	etag:%223205-629ab02a657c0%22	https://mapus.io/wp-content/uploads/elementor/css/post-1272.css?ver=1734664320	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/elementor/css/post-12723d36.css	(from https://mapus.io/solutions/solutions-management-digital-leadership/)
16:23:13	1045733/1045733	---M--	200	added ('OK')	image/png	etag:%22ff4e5-5bf4a3ac8c1ae%22	https://mapus.io/wp-content/uploads/2021/04/Skaermbillede-2021-04-06-kl.-11.12.52-1536x793.png	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2021/04/Skaermbillede-2021-04-06-kl.-11.12.52-1536x793.png	(from https://mapus.io/solutions/solutions-hr/)
16:23:15	37520/37520	---MC-	200	added ('OK')	application/json	date:Wed,%2015%20Jan%202025%2009:23:10%20GMT	https://mapus.io/wp-json/wp/v2/pages/1272	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-json/wp/v2/pages/1272.json	(from https://mapus.io/solutions/solutions-management-digital-leadership/)
16:23:15	2141/2141	---MC-	200	added ('OK')	application/json	date:Wed,%2015%20Jan%202025%2009:23:11%20GMT	https://mapus.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmapus.io%2Fsolutions%2Fsolutions-management-digital-leadership%2F	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-json/oembed/1.0/embedaffa.json	(from https://mapus.io/solutions/solutions-management-digital-leadership/)
16:23:15	1501454/1501454	---M--	200	added ('OK')	image/png	etag:%2216e90e-5bd17d4a2a7a6%22	https://mapus.io/wp-content/uploads/2021/03/Skaermbillede-2021-03-09-kl.-11.15.19.png	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2021/03/Skaermbillede-2021-03-09-kl.-11.15.19.png	(from https://mapus.io/solutions/solutions-hr/)
16:23:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2015%20Jan%202025%2009:23:12%20GMT	https://mapus.io/?p=1272	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/index0916.html	(from https://mapus.io/solutions/solutions-management-digital-leadership/)
16:23:16	2285/2285	---MC-	200	added ('OK')	text/xml	date:Wed,%2015%20Jan%202025%2009:23:12%20GMT	https://mapus.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmapus.io%2Fsolutions%2Fsolutions-management-digital-leadership%2F&format=xml	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-json/oembed/1.0/embed7298	(from https://mapus.io/solutions/solutions-management-digital-leadership/)
16:23:17	35025/35025	---M--	200	added ('OK')	image/png	etag:%2288d1-5c22140a74176%22	https://mapus.io/wp-content/uploads/elementor/thumbs/Skaermbillede-2021-05-12-141829-p723rdlsu6l8b8webpwt2e3yvl8ilwnczj4f9yvkx8.png	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/elementor/thumbs/Skaermbillede-2021-05-12-141829-p723rdlsu6l8b8webpwt2e3yvl8ilwnczj4f9yvkx8.png	(from https://mapus.io/solutions/solutions-management-digital-leadership/)
16:23:18	84189/84189	---M--	200	added ('OK')	image/png	etag:%22148dd-5bd062c39c445%22	https://mapus.io/wp-content/uploads/2021/03/Skaermbillede-2021-03-08-kl.-14.11.19.png	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2021/03/Skaermbillede-2021-03-08-kl.-14.11.19.png	(from https://mapus.io/solutions/solutions-management-digital-leadership/)
16:23:19	74337/74337	---M--	200	added ('OK')	image/png	etag:%2212261-5c1932dee9c21%22	https://mapus.io/wp-content/uploads/2021/05/Skaermbillede-2021-05-05-kl.-13.05.32.png	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2021/05/Skaermbillede-2021-05-05-kl.-13.05.32.png	(from https://mapus.io/solutions/solutions-management-digital-leadership/)
16:23:20	381890/381890	---M--	200	added ('OK')	image/png	etag:%225d3c2-5bd073d24527f%22	https://mapus.io/wp-content/uploads/2021/03/Skaermbillede-2021-03-08-kl.-15.27.24-1536x750.png	C:/Users/NGHIATHE/Documents/Code/Survey/mapus.io/wp-content/uploads/2021/03/Skaermbillede-2021-03-08-kl.-15.27.24-1536x750.png	(from https://mapus.io/solutions/solutions-management-digital-leadership/)
